movieId,title,genres,plot
151,Rob Roy (1995),Drama|Romance|War,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite."
152,"Addiction, The (1995)",Horror,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood."
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
154,Belle de jour (1967),Drama,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
155,Beyond Rangoon (1995),Drama|War,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she is left on her own for a few days, during which time she falls in with students fighting for democracy. She and their leader, U Aung Ko, travel through Burma, whilst witnessing many bloody acts of repression by the dictatorship, in an attempt to escape to Thailand. Based on a true story."
156,Blue in the Face (1995),Comedy,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn."
157,Canadian Bacon (1994),Comedy|War,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada."
158,Casper (1995),Adventure|Children's,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
159,Clockers (1995),Drama,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them."
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
161,Crimson Tide (1995),Drama|Thriller|War,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so."
162,Crumb (1994),Documentary,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.
163,Desperado (1995),Action|Romance|Thriller,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal."
165,Die Hard: With a Vengeance (1995),Action|Thriller,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
166,"Doom Generation, The (1995)",Comedy|Drama,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts."
167,Feast of July (1995),Drama,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result."
168,First Knight (1995),Action|Adventure|Drama|Romance,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table."
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
170,Hackers (1995),Action|Crime|Thriller,Hackers are blamed for making a virus that will capsize five oil tankers.
171,Jeffrey (1995),Comedy,A poignant romantic comedy about the quest for love and intimacy in the age of AIDS. A story of a thirtyish gay actor/waiter who decides to become celibate...the risk of AIDS has taken all the joy from sex.
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza."
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart."
174,Jury Duty (1995),Comedy,Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.
175,Kids (1995),Drama,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins."
176,Living in Oblivion (1995),Comedy,This ultimate tribute to all independent filmmakers takes place during one day on the set of a non-budget movie.
177,Lord of Illusions (1995),Horror,"A private detective gets more than he bargains for when he encounters Philip Swan, a performer whose amazing illusions captive the world, but they are not really what everyone thinks."
178,Love & Human Remains (1993),Comedy,"Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends (a busboy, a psychic dominatrix, and a misogynistic civil-servant) and Candy's dates (a male bartender and a lesbian schoolteacher). Meanwhile, a serial killer menaces the concrete and asphalt neighbourhood in which David and Candy live."
179,Mad Love (1995),Drama|Romance,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.
180,Mallrats (1995),Comedy,"Both dumped by their girlfriends, two best friends seek refuge in the local mall."
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea."
182,Moonlight and Valentino (1995),Drama|Romance,A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
183,Mute Witness (1994),Thriller,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture."
184,Nadja (1994),Drama,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction."
